ep_name,ep_max_rise_slack,ep_max_fall_slack,ep_max_rise_arrival,ep_max_fall_arrival,sp_name,launch_clock_latency,clock_latency_mean,clock_latency_std,path_required,path_arrival,path_slack,path_num_points,path_crpr,ep_ck_name,rise_fall
text_out_reg[23]/D,-76.108856,-48.360565,548.877808,550.529846,sa10_reg[1]/CLK,366.018188,366.018188,0.000000,472.768921,548.877747,-76.108856,25,0.000183,text_out_reg[23]/CLK,rise
sa02_reg[1]/SI,-75.761597,-44.004761,587.966370,590.618652,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,512.204773,587.966370,-75.761597,35,0.000183,sa02_reg[1]/CLK,rise
sa01_reg[7]/SI,-75.359985,-31.645020,596.601929,596.153992,sa01_reg[1]/CLK,370.947845,370.947845,0.000000,521.241943,596.601929,-75.359985,31,0.000183,sa01_reg[7]/CLK,rise
sa01_reg[5]/SI,-74.669556,-116.949219,596.144409,589.844421,sa01_reg[1]/CLK,370.947845,370.947845,0.000000,521.474854,596.144409,-74.669556,33,0.000183,sa01_reg[5]/CLK,rise
text_out_reg[18]/D,-73.844086,-27.186462,556.217773,549.997009,sa10_reg[1]/CLK,366.018188,366.018188,0.000000,482.373657,556.217712,-73.844086,25,0.000183,text_out_reg[18]/CLK,rise
sa20_reg[0]/SI,-73.687012,-40.698853,590.164673,587.696777,sa11_reg[7]/CLK,370.0242,370.024200,0.000000,516.477661,590.164673,-73.687012,33,0.000183,sa20_reg[0]/CLK,rise
u0_w_reg[3][3]/D,-73.391541,-29.637878,554.798218,560.345215,u0_w_reg[3][25]/CLK,340.883545,340.883545,0.000000,481.406677,554.798157,-73.391541,29,0.000183,u0_w_reg[3][3]/CLK,rise
sa03_reg[3]/D,-73.375061,-28.181061,499.624481,501.818451,text_in_r_reg[27]/CLK,366.294403,366.294403,0.000000,426.24942,499.624512,-73.375061,5,0.000183,sa03_reg[3]/CLK,rise
u0_w_reg[2][9]/D,-73.046997,-93.699646,550.742188,552.568542,u0_w_reg[3][3]/CLK,334.005249,334.005249,0.000000,477.69519,550.742188,-73.046997,27,0.000183,u0_w_reg[2][9]/CLK,rise
sa10_reg[3]/SI,-72.862610,-29.161743,590.522949,589.215820,sa11_reg[7]/CLK,370.0242,370.024200,0.000000,517.660339,590.523071,-72.862610,29,0.000183,sa10_reg[3]/CLK,rise
sa12_reg[1]/SI,-72.277649,-26.240417,593.330994,591.336731,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,521.053345,593.330994,-72.277649,31,0.000183,sa12_reg[1]/CLK,rise
sa01_reg[1]/SI,-72.137207,-29.769897,601.258789,600.479065,sa12_reg[1]/CLK,370.027557,370.027557,0.000000,523.222046,595.359314,-72.137207,27,0.000183,sa01_reg[1]/CLK,rise
sa01_reg[3]/SI,-72.012085,-35.114929,597.699646,599.506165,sa01_reg[1]/CLK,370.947845,370.947845,0.000000,525.687561,597.699707,-72.012085,31,0.000183,sa01_reg[3]/CLK,rise
text_out_reg[1]/D,-71.632416,-33.056854,540.269104,536.287659,sa32_reg[7]/CLK,349.313507,349.313507,0.000000,468.636688,540.269165,-71.632416,27,0.000183,text_out_reg[1]/CLK,rise
sa00_reg[3]/SI,-71.383240,-30.398621,593.896057,591.026367,sa00_reg[1]/CLK,365.970245,365.970245,0.000000,522.512817,593.895874,-71.383240,35,0.000183,sa00_reg[3]/CLK,rise
u0_w_reg[2][10]/D,-70.677063,-92.974243,536.920959,540.390198,u0_w_reg[3][3]/CLK,334.005249,334.005249,0.000000,466.243866,536.920898,-70.677063,29,0.000183,u0_w_reg[2][10]/CLK,rise
sa11_reg[3]/SI,-70.216858,-28.962036,595.854126,593.788086,sa12_reg[1]/CLK,370.027557,370.027557,0.000000,525.637207,595.854126,-70.216858,29,0.000183,sa11_reg[3]/CLK,rise
sa11_reg[4]/SI,-69.882019,-29.524719,596.483948,594.621643,sa12_reg[1]/CLK,370.027557,370.027557,0.000000,526.601929,596.483887,-69.882019,29,0.000183,sa11_reg[4]/CLK,rise
u0_w_reg[3][7]/SI,-69.392426,-27.666138,555.826599,554.566040,u0_w_reg[3][25]/CLK,340.883545,340.883545,0.000000,486.434143,555.826538,-69.392426,29,0.000183,u0_w_reg[3][7]/CLK,rise
u0_w_reg[1][6]/D,-68.915222,-69.226746,545.553711,551.521423,u0_w_reg[3][25]/CLK,340.883545,340.883545,0.000000,476.638489,545.553650,-68.915222,31,0.000183,u0_w_reg[1][6]/CLK,rise
text_out_reg[16]/D,-68.885681,-25.271545,527.903015,529.701538,sa10_reg[1]/CLK,366.018188,366.018188,0.000000,459.017334,527.902954,-68.885681,19,0.000183,text_out_reg[16]/CLK,rise
sa33_reg[3]/D,-68.796387,-27.633392,499.515869,503.405731,text_in_r_reg[3]/CLK,366.271271,366.271271,0.000000,430.719482,499.515869,-68.796387,5,0.000183,sa33_reg[3]/CLK,rise
u0_w_reg[1][1]/D,-68.376953,-96.940552,544.762512,547.892761,u0_w_reg[3][25]/CLK,340.883545,340.883545,0.000000,476.385559,544.762390,-68.376953,31,0.000183,u0_w_reg[1][1]/CLK,rise
sa31_reg[5]/SI,-68.132324,-115.895203,593.986450,593.164795,sa12_reg[1]/CLK,370.027557,370.027557,0.000000,525.854126,593.986328,-68.132324,29,0.000183,sa31_reg[5]/CLK,rise
sa32_reg[4]/D,-67.911926,-34.248352,343.813202,349.480713,u0_w_reg[2][4]/CLK,272.690308,272.690308,0.000000,275.901306,343.813232,-67.911926,5,0.000183,sa32_reg[4]/CLK,rise
sa11_reg[5]/SI,-67.866638,-113.156738,589.354187,586.050781,sa12_reg[1]/CLK,370.027557,370.027557,0.000000,521.487549,589.354187,-67.866638,27,0.000183,sa11_reg[5]/CLK,rise
sa10_reg[1]/SI,-67.724731,-28.313965,590.403137,589.328979,sa11_reg[7]/CLK,370.0242,370.024200,0.000000,522.678406,590.403198,-67.724731,33,0.000183,sa10_reg[1]/CLK,rise
text_out_reg[124]/SI,-66.703369,-21.989746,550.598450,552.522095,sa00_reg[1]/CLK,365.970245,365.970245,0.000000,483.895081,550.598389,-66.703369,29,0.000183,text_out_reg[124]/CLK,rise
sa31_reg[2]/D,-66.610291,-85.653137,599.154358,600.375244,sa01_reg[1]/CLK,370.947845,370.947845,0.000000,532.544067,599.154175,-66.610291,35,0.000183,sa31_reg[2]/CLK,rise
u0_w_reg[0][1]/D,-66.530334,-101.896423,552.353394,551.120728,u0_w_reg[3][25]/CLK,340.883545,340.883545,0.000000,485.823059,552.353271,-66.530334,33,0.000183,u0_w_reg[0][1]/CLK,rise
sa31_reg[3]/SI,-64.636658,-24.588501,591.125427,589.153320,sa01_reg[1]/CLK,370.947845,370.947845,0.000000,526.48877,591.125488,-64.636658,29,0.000183,sa31_reg[3]/CLK,rise
text_out_reg[124]/D,-64.418793,-21.605896,547.146545,544.699524,sa00_reg[7]/CLK,365.949127,365.949127,0.000000,482.727753,547.146667,-64.418793,27,0.000183,text_out_reg[124]/CLK,rise
u0_w_reg[1][20]/D,-64.367676,-60.907440,552.835388,555.732727,u0_w_reg[3][15]/CLK,338.801453,338.801453,0.000000,488.467712,552.835388,-64.367676,31,0.000183,u0_w_reg[1][20]/CLK,rise
u0_w_reg[0][2]/D,-64.164246,-57.008362,541.245850,539.686951,u0_w_reg[3][25]/CLK,340.883545,340.883545,0.000000,477.081604,541.245850,-64.164246,29,0.000183,u0_w_reg[0][2]/CLK,rise
text_out_reg[109]/D,-64.000000,-30.274231,473.311462,478.367645,sa22_reg[3]/CLK,304.579865,304.579865,0.000000,409.311462,473.311523,-64.000000,23,0.000183,text_out_reg[109]/CLK,rise
text_out_reg[116]/SI,-63.914429,-20.185059,550.768372,554.120361,sa11_reg[7]/CLK,370.0242,370.024200,0.000000,486.853943,550.768311,-63.914429,23,0.000183,text_out_reg[116]/CLK,rise
text_out_reg[30]/SI,-63.888245,-17.850342,477.927368,476.335022,sa03_reg[1]/CLK,290.607269,290.607269,0.000000,414.039124,477.927338,-63.888245,29,0.000183,text_out_reg[30]/CLK,rise
sa11_reg[7]/SI,-63.853577,-25.700562,586.555420,590.105591,sa12_reg[1]/CLK,370.027557,370.027557,0.000000,522.701843,586.555298,-63.853577,27,0.000183,sa11_reg[7]/CLK,rise
text_out_reg[19]/SI,-63.829407,-14.344055,536.490295,533.682190,sa10_reg[3]/CLK,365.496338,365.496338,0.000000,472.660889,536.490356,-63.829407,23,0.000183,text_out_reg[19]/CLK,rise
u0_w_reg[2][5]/D,-62.986816,-84.657745,551.692261,555.651123,u0_w_reg[3][29]/CLK,354.896515,354.896515,0.000000,488.705444,551.692261,-62.986816,23,0.000183,u0_w_reg[2][5]/CLK,rise
u0_w_reg[0][24]/D,-62.983887,-21.112427,561.663330,559.874634,u0_w_reg[3][16]/CLK,365.453247,365.453247,0.000000,498.679443,561.663269,-62.983887,21,0.000183,u0_w_reg[0][24]/CLK,rise
text_out_reg[116]/D,-62.473206,-17.885803,548.127258,544.084656,sa11_reg[3]/CLK,370.624939,370.624939,0.000000,485.654053,548.127319,-62.473206,21,0.000183,text_out_reg[116]/CLK,rise
u0_w_reg[0][6]/D,-61.121643,-57.280212,537.514648,540.600708,u0_w_reg[3][25]/CLK,340.883545,340.883545,0.000000,476.393005,537.514526,-61.121643,29,0.000183,u0_w_reg[0][6]/CLK,rise
text_out_reg[6]/D,-60.860474,-33.630890,538.472290,539.742249,sa32_reg[7]/CLK,349.313507,349.313507,0.000000,477.611816,538.472351,-60.860474,29,0.000183,text_out_reg[6]/CLK,rise
text_out_reg[74]/SE,-60.649841,-84.565186,362.949371,365.965515,u0_w_reg[1][10]/CLK,251.699585,251.699585,0.000000,302.29953,362.949371,-60.649841,3,0.000183,text_out_reg[74]/CLK,rise
sa03_reg[7]/D,-60.610535,-19.777283,490.759216,495.747253,text_in_r_reg[31]/CLK,355.039001,355.039001,0.000000,430.148682,490.759216,-60.610535,5,0.000183,sa03_reg[7]/CLK,rise
text_out_reg[112]/SI,-60.460205,-13.866028,548.333618,548.308411,sa11_reg[7]/CLK,370.0242,370.024200,0.000000,487.873383,548.333679,-60.460205,25,0.000183,text_out_reg[112]/CLK,rise
text_out_reg[119]/D,-60.197632,-17.183105,547.169617,544.530029,sa11_reg[4]/CLK,370.995148,370.995148,0.000000,486.971985,547.169556,-60.197632,19,0.000183,text_out_reg[119]/CLK,rise
text_out_reg[20]/D,-59.300140,-14.996582,543.859802,539.725464,sa10_reg[1]/CLK,366.018188,366.018188,0.000000,484.559631,543.859802,-59.300140,21,0.000183,text_out_reg[20]/CLK,rise
u0_w_reg[2][20]/D,-59.098816,-81.029541,569.685242,569.378540,u0_w_reg[3][15]/CLK,338.801453,338.801453,0.000000,510.586426,569.685181,-59.098816,33,0.000183,u0_w_reg[2][20]/CLK,rise
text_out_reg[2]/D,-59.089417,-13.692383,539.965210,535.054810,sa32_reg[7]/CLK,349.313507,349.313507,0.000000,480.875793,539.965210,-59.089417,27,0.000183,text_out_reg[2]/CLK,rise
u0_w_reg[3][15]/SI,-58.095306,-9.437378,552.619507,548.572388,u0_w_reg[3][3]/CLK,334.005249,334.005249,0.000000,494.5242,552.619507,-58.095306,29,0.000183,u0_w_reg[3][15]/CLK,rise
u0_w_reg[1][17]/D,-57.886719,-83.499939,551.761292,543.960938,u0_w_reg[3][15]/CLK,338.801453,338.801453,0.000000,493.874573,551.761230,-57.886719,31,0.000183,u0_w_reg[1][17]/CLK,rise
u0_w_reg[1][10]/D,-57.685974,-12.343262,529.803406,530.111816,u0_w_reg[3][3]/CLK,334.005249,334.005249,0.000000,472.117432,529.803345,-57.685974,27,0.000183,u0_w_reg[1][10]/CLK,rise
text_out_reg[112]/D,-57.303864,-16.066162,543.233154,541.730957,sa11_reg[4]/CLK,370.995148,370.995148,0.000000,485.929291,543.233154,-57.303864,21,0.000183,text_out_reg[112]/CLK,rise
text_out_reg[19]/D,-57.247864,-19.014282,528.838684,530.924377,sa10_reg[1]/CLK,366.018188,366.018188,0.000000,471.59082,528.838745,-57.247864,19,0.000183,text_out_reg[19]/CLK,rise
sa00_reg[2]/D,-57.054260,-87.222351,599.241028,599.486755,sa11_reg[3]/CLK,370.624939,370.624939,0.000000,542.186768,599.241028,-57.054260,29,0.000183,sa00_reg[2]/CLK,rise
text_out_reg[2]/SI,-57.051758,-14.917786,538.299438,542.815735,sa32_reg[1]/CLK,349.539398,349.539398,0.000000,481.24765,538.299561,-57.051758,31,0.000183,text_out_reg[2]/CLK,rise
text_out_reg[22]/SI,-56.920044,-6.822937,546.427673,542.030884,sa10_reg[1]/CLK,366.018188,366.018188,0.000000,489.507629,546.427673,-56.920044,23,0.000183,text_out_reg[22]/CLK,rise
text_out_reg[17]/D,-56.689392,-7.947998,543.277100,534.803894,sa10_reg[3]/CLK,365.496338,365.496338,0.000000,486.587708,543.277100,-56.689392,19,0.000183,text_out_reg[17]/CLK,rise
text_out_reg[30]/D,-56.263184,-18.715729,469.259064,470.586731,sa03_reg[1]/CLK,290.607269,290.607269,0.000000,412.99585,469.259094,-56.263184,21,0.000183,text_out_reg[30]/CLK,rise
u0_w_reg[2][24]/D,-55.220154,-77.971436,588.173462,590.452881,u0_w_reg[3][16]/CLK,365.453247,365.453247,0.000000,532.953247,588.173462,-55.220154,31,0.000183,u0_w_reg[2][24]/CLK,rise
text_out_reg[119]/SI,-54.529572,-10.327942,540.959717,542.898865,sa11_reg[7]/CLK,370.0242,370.024200,0.000000,486.430115,540.959717,-54.529572,21,0.000183,text_out_reg[119]/CLK,rise
text_out_reg[120]/D,-54.514038,-16.158875,541.508423,543.478210,sa00_reg[1]/CLK,365.970245,365.970245,0.000000,486.994385,541.508423,-54.514038,25,0.000183,text_out_reg[120]/CLK,rise
text_out_reg[32]/SE,-53.898956,-78.644684,356.795563,358.096100,u0_w_reg[2][0]/CLK,281.713745,281.713745,0.000000,302.896606,356.795532,-53.898956,3,0.000183,text_out_reg[32]/CLK,rise
sa33_reg[1]/D,-53.711365,-12.299377,501.024719,506.487793,text_in_r_reg[1]/CLK,366.190399,366.190399,0.000000,447.313354,501.024719,-53.711365,5,0.000183,sa33_reg[1]/CLK,rise
u0_w_reg[0][18]/D,-53.655518,-77.542389,544.795959,549.612488,u0_w_reg[3][15]/CLK,338.801453,338.801453,0.000000,491.140442,544.796021,-53.655518,29,0.000183,u0_w_reg[0][18]/CLK,rise
sa30_reg[2]/SI,-53.624634,-101.644623,592.834106,592.080261,sa00_reg[1]/CLK,365.970245,365.970245,0.000000,539.209412,592.833984,-53.624634,33,0.000183,sa30_reg[2]/CLK,rise
u0_w_reg[3][23]/SI,-52.936371,-10.525574,559.962708,557.065674,u0_w_reg[3][15]/CLK,338.801453,338.801453,0.000000,507.026337,559.962769,-52.936371,29,0.000183,u0_w_reg[3][23]/CLK,rise
sa01_reg[0]/SI,-52.234680,-104.906616,594.547607,599.243896,sa01_reg[1]/CLK,370.947845,370.947845,0.000000,542.312927,594.547607,-52.234680,31,0.000183,sa01_reg[0]/CLK,rise
u0_w_reg[2][31]/D,-51.247864,-80.025818,579.913391,586.040283,u0_w_reg[3][16]/CLK,365.453247,365.453247,0.000000,528.665527,579.913330,-51.247864,27,0.000183,u0_w_reg[2][31]/CLK,rise
u0_r0_out_reg[29]/D,-50.804871,0.814575,619.128357,612.718384,u0_r0_rcnt_reg[0]/CLK,365.075378,365.075378,0.000000,568.323486,619.128357,-50.804871,17,0.000183,u0_r0_out_reg[29]/CLK,rise
sa00_reg[5]/D,-50.635376,-79.268860,592.453552,593.737244,sa11_reg[3]/CLK,370.624939,370.624939,0.000000,541.818176,592.453552,-50.635376,29,0.000183,sa00_reg[5]/CLK,rise
u0_r0_out_reg[28]/D,-50.608337,3.082275,618.761047,611.812134,u0_r0_rcnt_reg[0]/CLK,365.075378,365.075378,0.000000,568.15271,618.761047,-50.608337,17,0.000183,u0_r0_out_reg[28]/CLK,rise
text_out_reg[39]/SI,-50.261963,-3.832581,556.018433,556.918335,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,505.75647,556.018433,-50.261963,23,0.000183,text_out_reg[39]/CLK,rise
u0_r0_out_reg[26]/D,-49.879700,2.112976,619.060913,612.447754,u0_r0_rcnt_reg[0]/CLK,365.075378,365.075378,0.000000,569.181213,619.060913,-49.879700,17,0.000183,u0_r0_out_reg[26]/CLK,rise
sa23_reg[4]/D,-49.561981,-10.108917,418.080841,424.034241,text_in_r_reg[12]/CLK,292.420227,292.420227,0.000000,368.51886,418.080841,-49.561981,5,0.000183,sa23_reg[4]/CLK,rise
u0_w_reg[3][29]/D,-49.418579,-84.887390,586.964966,590.826782,u0_w_reg[3][16]/CLK,365.453247,365.453247,0.000000,537.546387,586.964966,-49.418579,31,0.000183,u0_w_reg[3][29]/CLK,rise
sa12_reg[5]/SI,-48.057739,-98.497070,590.628784,592.459167,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,542.571045,590.628845,-48.057739,33,0.000183,sa12_reg[5]/CLK,rise
text_out_reg[120]/SI,-48.034729,1.103943,535.164734,532.268372,sa00_reg[1]/CLK,365.970245,365.970245,0.000000,487.130005,535.164673,-48.034729,23,0.000183,text_out_reg[120]/CLK,rise
text_out_reg[39]/D,-47.575409,-5.499451,552.413635,551.156555,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,504.838196,552.413635,-47.575409,23,0.000183,text_out_reg[39]/CLK,rise
sa33_reg[7]/D,-47.391418,-5.309052,505.571594,507.082336,text_in_r_reg[7]/CLK,366.243591,366.243591,0.000000,458.180176,505.571594,-47.391418,5,0.000183,sa33_reg[7]/CLK,rise
u0_w_reg[0][4]/D,-47.368073,-77.847595,535.650513,536.836304,u0_w_reg[3][25]/CLK,340.883545,340.883545,0.000000,488.28244,535.650452,-47.368073,27,0.000183,u0_w_reg[0][4]/CLK,rise
text_out_reg[117]/SI,-47.143372,1.356567,557.852539,556.871948,sa11_reg[4]/CLK,370.995148,370.995148,0.000000,510.709167,557.852539,-47.143372,25,0.000183,text_out_reg[117]/CLK,rise
sa03_reg[5]/D,-46.728577,-68.521912,428.051331,433.254150,u0_w_reg[3][29]/CLK,354.896515,354.896515,0.000000,381.322723,428.051300,-46.728577,5,0.000183,sa03_reg[5]/CLK,rise
text_out_reg[48]/SE,-46.411407,-67.483490,348.457336,350.275269,u0_w_reg[2][16]/CLK,278.29538,278.295380,0.000000,302.045929,348.457336,-46.411407,3,0.000183,text_out_reg[48]/CLK,rise
sa20_reg[2]/SI,-45.952881,-92.340149,585.048279,582.804993,sa11_reg[7]/CLK,370.0242,370.024200,0.000000,539.095398,585.048340,-45.952881,27,0.000183,sa20_reg[2]/CLK,rise
text_out_reg[20]/SI,-45.466919,-3.536804,532.354431,534.499329,sa10_reg[3]/CLK,365.496338,365.496338,0.000000,486.887512,532.354370,-45.466919,17,0.000183,text_out_reg[20]/CLK,rise
text_out_reg[125]/SI,-44.923218,2.033020,555.790405,556.323364,sa00_reg[7]/CLK,365.949127,365.949127,0.000000,510.867157,555.790466,-44.923218,27,0.000183,text_out_reg[125]/CLK,rise
u0_w_reg[0][25]/D,-43.661621,-77.766449,583.746521,578.902771,u0_w_reg[3][16]/CLK,365.453247,365.453247,0.000000,540.084839,583.746460,-43.661621,31,0.000183,u0_w_reg[0][25]/CLK,rise
u0_w_reg[1][29]/D,-43.589966,-58.298645,571.203186,572.995850,u0_w_reg[3][16]/CLK,365.453247,365.453247,0.000000,527.613159,571.203186,-43.589966,27,0.000183,u0_w_reg[1][29]/CLK,rise
text_out_reg[3]/SI,-42.943359,4.552307,525.716919,524.763123,sa32_reg[7]/CLK,349.313507,349.313507,0.000000,482.77356,525.716919,-42.943359,25,0.000183,text_out_reg[3]/CLK,rise
sa10_reg[7]/D,-42.488831,2.537506,493.700287,492.244690,text_in_r_reg[119]/CLK,353.831146,353.831146,0.000000,451.211456,493.700256,-42.488831,5,0.000183,sa10_reg[7]/CLK,rise
dcnt_reg[1]/D,-42.402832,42.896179,598.337402,569.762146,dcnt_reg[0]/CLK,355.926056,355.926056,0.000000,555.93457,598.337402,-42.402832,15,0.000183,dcnt_reg[1]/CLK,rise
text_out_reg[17]/SI,-42.346008,-3.897522,529.101196,535.846375,sa10_reg[1]/CLK,366.018188,366.018188,0.000000,486.755188,529.101074,-42.346008,21,0.000183,text_out_reg[17]/CLK,rise
text_out_reg[65]/D,-42.257446,2.864258,547.783386,543.720703,sa30_reg[7]/CLK,365.980225,365.980225,0.000000,505.52594,547.783386,-42.257446,25,0.000183,text_out_reg[65]/CLK,rise
text_out_reg[7]/D,-41.966003,-1.432678,527.210754,527.048340,sa32_reg[7]/CLK,349.313507,349.313507,0.000000,485.244751,527.210815,-41.966003,25,0.000183,text_out_reg[7]/CLK,rise
u0_w_reg[0][5]/D,-41.691315,7.244141,535.022705,532.516846,u0_w_reg[3][25]/CLK,340.883545,340.883545,0.000000,493.33139,535.022705,-41.691315,29,0.000183,u0_w_reg[0][5]/CLK,rise
u0_r0_out_reg[25]/D,-41.625793,5.173218,610.927551,614.299072,u0_r0_rcnt_reg[0]/CLK,365.075378,365.075378,0.000000,569.301758,610.927612,-41.625793,17,0.000183,u0_r0_out_reg[25]/CLK,rise
text_out_reg[117]/D,-41.537170,-1.035950,551.944153,552.539307,sa11_reg[7]/CLK,370.0242,370.024200,0.000000,510.406982,551.944214,-41.537170,23,0.000183,text_out_reg[117]/CLK,rise
text_out_reg[18]/SI,-41.260895,-3.006470,527.700623,531.878784,sa10_reg[1]/CLK,366.018188,366.018188,0.000000,486.439697,527.700684,-41.260895,21,0.000183,text_out_reg[18]/CLK,rise
u0_w_reg[1][28]/D,-40.654297,-78.419373,573.493408,570.594666,u0_w_reg[3][16]/CLK,365.453247,365.453247,0.000000,532.83905,573.493347,-40.654297,27,0.000183,u0_w_reg[1][28]/CLK,rise
text_out_reg[118]/D,-40.443604,-1.370544,555.737732,557.804260,sa11_reg[7]/CLK,370.0242,370.024200,0.000000,515.294128,555.737732,-40.443604,27,0.000183,text_out_reg[118]/CLK,rise
u0_w_reg[1][31]/D,-40.006165,-65.693298,569.377136,572.772949,u0_w_reg[3][16]/CLK,365.453247,365.453247,0.000000,529.370972,569.377075,-40.006165,25,0.000183,u0_w_reg[1][31]/CLK,rise
dcnt_reg[0]/D,-39.632812,44.303589,598.201538,569.627380,dcnt_reg[1]/CLK,355.932587,355.932587,0.000000,555.950256,595.583130,-39.632812,15,0.000183,dcnt_reg[0]/CLK,rise
dcnt_reg[2]/D,-39.567749,39.067017,595.363037,571.062134,dcnt_reg[0]/CLK,355.926056,355.926056,0.000000,555.795288,595.362976,-39.567749,17,0.000183,dcnt_reg[2]/CLK,rise
text_out_reg[22]/D,-39.184143,-3.296082,530.721313,532.963196,sa10_reg[1]/CLK,366.018188,366.018188,0.000000,491.53717,530.721313,-39.184143,19,0.000183,text_out_reg[22]/CLK,rise
u0_w_reg[1][19]/D,-38.882812,-58.225616,567.851685,568.009644,u0_w_reg[3][15]/CLK,338.801453,338.801453,0.000000,528.968872,567.851562,-38.882812,33,0.000183,u0_w_reg[1][19]/CLK,rise
text_out_reg[38]/SI,-38.675049,5.447327,562.388916,558.609436,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,523.713867,562.388977,-38.675049,25,0.000183,text_out_reg[38]/CLK,rise
sa22_reg[3]/D,-38.563110,3.503174,496.426025,501.944489,u0_w_reg[2][11]/CLK,353.784393,353.784393,0.000000,457.862915,496.426025,-38.563110,5,0.000183,sa22_reg[3]/CLK,rise
text_out_reg[82]/SI,-38.155029,7.990234,544.135376,545.405090,sa12_reg[1]/CLK,370.027557,370.027557,0.000000,505.980347,544.135376,-38.155029,27,0.000183,text_out_reg[82]/CLK,rise
text_out_reg[7]/SI,-37.741211,8.990112,522.715210,522.253845,sa32_reg[1]/CLK,349.539398,349.539398,0.000000,484.973969,522.715210,-37.741211,25,0.000183,text_out_reg[7]/CLK,rise
dcnt_reg[3]/D,-37.583618,41.293152,599.036987,569.118103,dcnt_reg[0]/CLK,355.926056,355.926056,0.000000,561.453369,599.036926,-37.583618,17,0.000183,dcnt_reg[3]/CLK,rise
text_out_reg[3]/D,-37.545166,2.926147,518.593933,518.063232,sa32_reg[1]/CLK,349.539398,349.539398,0.000000,481.048767,518.593994,-37.545166,23,0.000183,text_out_reg[3]/CLK,rise
text_out_reg[125]/D,-37.454773,4.570740,547.740906,546.676147,sa00_reg[1]/CLK,365.970245,365.970245,0.000000,510.286133,547.740967,-37.454773,27,0.000183,text_out_reg[125]/CLK,rise
u0_w_reg[3][21]/D,-37.349487,-21.334045,562.709534,566.105896,u0_w_reg[3][15]/CLK,338.801453,338.801453,0.000000,525.360046,562.709595,-37.349487,33,0.000183,u0_w_reg[3][21]/CLK,rise
u0_r0_out_reg[27]/D,-36.788147,1.892273,606.965576,612.293518,u0_r0_rcnt_reg[0]/CLK,365.075378,365.075378,0.000000,570.177429,606.965576,-36.788147,19,0.000183,u0_r0_out_reg[27]/CLK,rise
text_out_reg[34]/D,-36.058777,7.708801,540.384705,537.437561,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,504.325928,540.384766,-36.058777,25,0.000183,text_out_reg[34]/CLK,rise
text_out_reg[34]/SI,-35.796509,9.234375,541.456116,543.747070,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,505.659607,541.456055,-35.796509,23,0.000183,text_out_reg[34]/CLK,rise
text_out_reg[82]/D,-35.724548,7.220703,540.519165,538.579468,sa12_reg[1]/CLK,370.027557,370.027557,0.000000,504.794586,540.519165,-35.724548,23,0.000183,text_out_reg[82]/CLK,rise
u0_w_reg[0][15]/D,-35.589478,7.294556,530.149719,535.309021,u0_w_reg[3][3]/CLK,334.005249,334.005249,0.000000,494.560242,530.149780,-35.589478,27,0.000183,u0_w_reg[0][15]/CLK,rise
text_out_reg[106]/SI,-34.934998,-17.215912,484.807068,487.838593,sa22_reg[3]/CLK,304.579865,304.579865,0.000000,449.87207,484.807129,-34.934998,27,0.000183,text_out_reg[106]/CLK,rise
text_out_reg[0]/SI,-34.748596,12.980164,524.431641,523.252991,sa32_reg[7]/CLK,349.313507,349.313507,0.000000,489.683044,524.431641,-34.748596,27,0.000183,text_out_reg[0]/CLK,rise
u0_w_reg[2][27]/D,-34.733032,-56.596741,577.308289,576.988464,u0_w_reg[3][23]/CLK,348.974609,348.974609,0.000000,542.575256,577.308350,-34.733032,35,0.000183,u0_w_reg[2][27]/CLK,rise
text_out_reg[118]/SI,-34.295288,15.773132,549.653320,547.054016,sa11_reg[4]/CLK,370.995148,370.995148,0.000000,515.358032,549.653259,-34.295288,23,0.000183,text_out_reg[118]/CLK,rise
text_out_reg[106]/D,-34.011780,-4.080353,495.314758,491.902557,sa22_reg[3]/CLK,304.579865,304.579865,0.000000,461.302979,495.314697,-34.011780,25,0.000183,text_out_reg[106]/CLK,rise
u0_r0_out_reg[31]/D,-33.129761,6.289734,607.629272,610.629150,u0_r0_rcnt_reg[0]/CLK,365.075378,365.075378,0.000000,574.499512,607.629272,-33.129761,19,0.000183,u0_r0_out_reg[31]/CLK,rise
u0_w_reg[2][23]/D,-32.797607,-62.909485,561.771423,558.337952,u0_w_reg[3][15]/CLK,338.801453,338.801453,0.000000,528.973816,561.771423,-32.797607,31,0.000183,u0_w_reg[2][23]/CLK,rise
text_out_reg[65]/SI,-31.944336,11.940063,537.890930,541.325134,sa30_reg[7]/CLK,365.980225,365.980225,0.000000,505.946564,537.890930,-31.944336,25,0.000183,text_out_reg[65]/CLK,rise
text_out_reg[110]/SE,-31.642578,-59.770264,485.857788,485.570312,sa22_reg[3]/CLK,304.579865,304.579865,0.000000,454.21521,485.857849,-31.642578,25,0.000183,text_out_reg[110]/CLK,rise
