"from_pin.full_name","to_pin.full_name",delay_max_rise,delay_max_fall,"variation_delay_max_rise.mean","variation_delay_max_rise.std_dev","variation_delay_max_fall.mean","variation_delay_max_fall.std_dev"
FE_OFC3213_n_1542/Y,g213841/B1,2.329950,2.330528,2.329950,UNINIT,2.330528,UNINIT
FE_OFC3213_n_1542/Y,g213853/A1,2.538752,2.540707,2.538752,UNINIT,2.540707,UNINIT
FE_OFC3213_n_1542/Y,g213870/A2,0.253021,0.251486,0.253021,UNINIT,0.251486,UNINIT
FE_OFC3213_n_1542/Y,g213958/B2,2.581437,2.609748,2.581437,UNINIT,2.609748,UNINIT
FE_OFC3213_n_1542/Y,g213977/A1,2.177464,2.177130,2.177464,UNINIT,2.177130,UNINIT
FE_OFC3213_n_1542/Y,g215063/A,2.588556,2.616761,2.588556,UNINIT,2.616761,UNINIT
FE_OFC3213_n_1542/Y,g214010/A1,1.843595,1.839927,1.843595,UNINIT,1.839927,UNINIT
FE_OFC3213_n_1542/Y,g214069/A2,1.629900,1.627399,1.629900,UNINIT,1.627399,UNINIT
FE_OFC3213_n_1542/Y,g214085/A2,1.837152,1.835343,1.837152,UNINIT,1.835343,UNINIT
FE_OFC3213_n_1542/Y,g214098/C1,2.570863,2.599358,2.570863,UNINIT,2.599358,UNINIT
FE_OFC3213_n_1542/Y,g215216/A,2.439776,2.440982,2.439776,UNINIT,2.440982,UNINIT
FE_OFC3213_n_1542/Y,g214247/B1,2.027250,2.023735,2.027250,UNINIT,2.023735,UNINIT
FE_OFC3213_n_1542/Y,g214253/A1,1.605631,1.601995,1.605631,UNINIT,1.601995,UNINIT
FE_OFC3213_n_1542/Y,g216398/A2,2.487683,2.489261,2.487683,UNINIT,2.489261,UNINIT
FE_OFC3213_n_1542/Y,g214368/B,2.050197,2.046708,2.050197,UNINIT,2.046708,UNINIT
FE_OFC3213_n_1542/Y,g215408/B,2.605221,2.633116,2.605221,UNINIT,2.633116,UNINIT
FE_OFC3213_n_1542/Y,g215421/B,2.211973,2.211745,2.211973,UNINIT,2.211745,UNINIT
FE_OFC3213_n_1542/Y,g215478/B,2.029620,2.026114,2.029620,UNINIT,2.026114,UNINIT
FE_OFC3213_n_1542/Y,g214507/A,2.604130,2.632064,2.604130,UNINIT,2.632064,UNINIT
FE_OFC3213_n_1542/Y,g214579/A1,2.211499,2.211269,2.211499,UNINIT,2.211269,UNINIT
FE_OFC3213_n_1542/Y,g214610/C1,1.721112,1.717405,1.721112,UNINIT,1.717405,UNINIT
FE_OFC3213_n_1542/Y,g213666/A1,2.063695,2.060233,2.063695,UNINIT,2.060233,UNINIT
FE_OFC3213_n_1542/Y,g214718/A1,1.524841,1.521291,1.524841,UNINIT,1.521291,UNINIT
FE_OFC3213_n_1542/Y,g213765/B2,2.071451,2.068000,2.071451,UNINIT,2.068000,UNINIT
FE_OFC3213_n_1542/Y,g213792/A1,2.435452,2.436700,2.435452,UNINIT,2.436700,UNINIT
g217620/Y,g217367/A,0.040685,0.040406,0.040685,UNINIT,0.040406,UNINIT
g217620/Y,g214276/B,0.040685,0.040406,0.040685,UNINIT,0.040406,UNINIT
FE_OFC3212_n_1542/Y,g214800/B2,0.175691,0.175613,0.175691,UNINIT,0.175613,UNINIT
FE_OFC3212_n_1542/Y,g215338/B2,0.175691,0.175613,0.175691,UNINIT,0.175613,UNINIT
FE_OFC3212_n_1542/Y,g217569/B,0.175691,0.175613,0.175691,UNINIT,0.175613,UNINIT
FE_OFC3212_n_1542/Y,g216520/A,0.175691,0.175613,0.175691,UNINIT,0.175613,UNINIT
FE_OFC3212_n_1542/Y,g213550/A1,0.175691,0.175613,0.175691,UNINIT,0.175613,UNINIT
FE_OFC3214_n_1542/Y,g214871/B2,1.428206,1.422805,1.428206,UNINIT,1.422805,UNINIT
FE_OFC3214_n_1542/Y,g213900/A2,0.357451,0.355697,0.357451,UNINIT,0.355697,UNINIT
FE_OFC3214_n_1542/Y,g214303/B,1.269758,1.277660,1.269758,UNINIT,1.277660,UNINIT
FE_OFC3214_n_1542/Y,g214356/B1,0.632594,0.630116,0.632594,UNINIT,0.630116,UNINIT
FE_OFC3214_n_1542/Y,g215447/B1,1.430628,1.425236,1.430628,UNINIT,1.425236,UNINIT
FE_OFC3214_n_1542/Y,g214481/B,1.043004,1.040247,1.043004,UNINIT,1.040247,UNINIT
FE_OFC3214_n_1542/Y,g215646/B1,1.418182,1.412742,1.418182,UNINIT,1.412742,UNINIT
FE_OFC3214_n_1542/Y,g217762/B,1.445554,1.440223,1.445554,UNINIT,1.440223,UNINIT
FE_OFC3214_n_1542/Y,g214605/A2,1.055443,1.052691,1.055443,UNINIT,1.052691,UNINIT
FE_OFC3214_n_1542/Y,g214679/B1,1.412772,1.407310,1.412772,UNINIT,1.407310,UNINIT
FE_OFC3214_n_1542/Y,g213733/B2,0.949466,0.946699,0.949466,UNINIT,0.946699,UNINIT
g217616/Y,g214009/C,0.081487,0.081126,0.081487,UNINIT,0.081126,UNINIT
g217616/Y,g214739/B,0.081487,0.081126,0.081487,UNINIT,0.081126,UNINIT
g216458/Y,g213394/B,0.022907,0.022849,0.022907,UNINIT,0.022849,UNINIT
g217367/Y,g215403/B,0.035046,0.034876,0.035046,UNINIT,0.034876,UNINIT
sa21_reg[4]/QN,FE_OCPC32472_sa21_4/A,2.621170,2.630946,2.621170,UNINIT,2.630946,UNINIT
sa21_reg[4]/QN,FE_OCPC2139_sa21_4/A,3.697476,3.714263,3.697476,UNINIT,3.714263,UNINIT
sa21_reg[4]/QN,FE_OFC172_sa21_4/A,4.012121,4.027709,4.012121,UNINIT,4.027709,UNINIT
sa21_reg[4]/QN,FE_OFC844_sa21_4/A,3.773569,3.790093,3.773569,UNINIT,3.790093,UNINIT
sa21_reg[4]/QN,g218623/B,3.179749,3.169430,3.179749,UNINIT,3.169430,UNINIT
sa21_reg[4]/QN,FE_OFC171_sa21_4/A,3.794937,3.811383,3.794937,UNINIT,3.811383,UNINIT
FE_OCPC32472_sa21_4/Y,g219247/B,0.012293,0.012299,0.012293,UNINIT,0.012299,UNINIT
FE_OCPC2139_sa21_4/Y,g216038/A,0.001000,0.001000,0.001000,UNINIT,0.001000,UNINIT
FE_OCPC2139_sa21_4/Y,g215271/A1,0.001000,0.001000,0.001000,UNINIT,0.001000,UNINIT
FE_OCPC2139_sa21_4/Y,g218573/A,0.001000,0.001000,0.001000,UNINIT,0.001000,UNINIT
FE_OCPC2139_sa21_4/Y,g217646/A,0.001000,0.001000,0.001000,UNINIT,0.001000,UNINIT
FE_OCPC2139_sa21_4/Y,g215710/A2,0.001000,0.001000,0.001000,UNINIT,0.001000,UNINIT
FE_OCPC2139_sa21_4/Y,g217846/A,0.001000,0.001000,0.001000,UNINIT,0.001000,UNINIT
FE_OCPC2139_sa21_4/Y,g217874/A,0.001000,0.001000,0.001000,UNINIT,0.001000,UNINIT
FE_OCPC2139_sa21_4/Y,g214713/B1,0.001000,0.001000,0.001000,UNINIT,0.001000,UNINIT
FE_OFC172_sa21_4/Y,g219299/A,0.740216,0.742925,0.740216,UNINIT,0.742925,UNINIT
FE_OFC172_sa21_4/Y,g219354/B,0.517510,0.520291,0.517510,UNINIT,0.520291,UNINIT
FE_OFC172_sa21_4/Y,g219365/B,0.668478,0.671360,0.668478,UNINIT,0.671360,UNINIT
FE_OFC172_sa21_4/Y,g216482/A2,0.726363,0.729116,0.726363,UNINIT,0.729116,UNINIT
FE_OFC172_sa21_4/Y,g218592/A,0.740557,0.743265,0.740557,UNINIT,0.743265,UNINIT
FE_OFC172_sa21_4/Y,g218598/B,0.151579,0.165377,0.151579,UNINIT,0.165377,UNINIT
FE_OFC172_sa21_4/Y,g214416/A1,0.733293,0.736025,0.733293,UNINIT,0.736025,UNINIT
FE_OFC172_sa21_4/Y,g217817/A,0.462915,0.465500,0.462915,UNINIT,0.465500,UNINIT
FE_OFC844_sa21_4/Y,g217593/A,1.377063,1.377063,1.377063,UNINIT,1.377063,UNINIT
FE_OFC844_sa21_4/Y,g217650/A,1.377063,1.377063,1.377063,UNINIT,1.377063,UNINIT
FE_OFC844_sa21_4/Y,g215646/B2,1.377063,1.377063,1.377063,UNINIT,1.377063,UNINIT
FE_OFC844_sa21_4/Y,g217875/A,1.377063,1.377063,1.377063,UNINIT,1.377063,UNINIT
FE_OFC844_sa21_4/Y,g217878/A,1.377063,1.377063,1.377063,UNINIT,1.377063,UNINIT
FE_OFC844_sa21_4/Y,g217896/A,1.377063,1.377063,1.377063,UNINIT,1.377063,UNINIT
FE_OFC171_sa21_4/Y,g216240_dup/B,0.001000,0.001000,0.001000,UNINIT,0.001000,UNINIT
FE_OFC171_sa21_4/Y,g219267/B,0.001000,0.001000,0.001000,UNINIT,0.001000,UNINIT
FE_OFC171_sa21_4/Y,g216240/B,0.001000,0.001000,0.001000,UNINIT,0.001000,UNINIT
FE_OFC171_sa21_4/Y,g217302/A,0.001000,0.001000,0.001000,UNINIT,0.001000,UNINIT
FE_OFC171_sa21_4/Y,g216402/A1,0.001000,0.001000,0.001000,UNINIT,0.001000,UNINIT
FE_OFC171_sa21_4/Y,g217830/A,0.001000,0.001000,0.001000,UNINIT,0.001000,UNINIT
FE_OFC171_sa21_4/Y,g217838/A,0.001000,0.001000,0.001000,UNINIT,0.001000,UNINIT
g219247/Y,g213798/B,0.105420,0.105095,0.105420,UNINIT,0.105095,UNINIT
g219247/Y,g217570/B,0.105420,0.105095,0.105420,UNINIT,0.105095,UNINIT
g219247/Y,g214400/A1,0.105420,0.105095,0.105420,UNINIT,0.105095,UNINIT
g219247/Y,g215547/C,0.105420,0.105095,0.105420,UNINIT,0.105095,UNINIT
g218573/Y,g218016/A,1.441752,1.443457,1.441752,UNINIT,1.443457,UNINIT
g218573/Y,g215921/B,1.377254,1.378569,1.377254,UNINIT,1.378569,UNINIT
g218573/Y,g217022/B,0.463500,0.463863,0.463500,UNINIT,0.463863,UNINIT
g218573/Y,g213901/B2,1.340943,1.342217,1.340943,UNINIT,1.342217,UNINIT
g218573/Y,g214132/B2,1.368918,1.370224,1.368918,UNINIT,1.370224,UNINIT
g218573/Y,g214246/A1,1.409252,1.397510,1.409252,UNINIT,1.397510,UNINIT
g218573/Y,g216458/A1,1.455199,1.456915,1.455199,UNINIT,1.456915,UNINIT
g218573/Y,g214356/B2,0.838610,0.839336,0.838610,UNINIT,0.839336,UNINIT
g218573/Y,g215403/A2,0.669474,0.670031,0.669474,UNINIT,0.670031,UNINIT
g218573/Y,g215478/A2,1.371043,1.372351,1.371043,UNINIT,1.372351,UNINIT
g218573/Y,g215651/A2,0.478282,0.478659,0.478282,UNINIT,0.478659,UNINIT
g219354/Y,g215903/A,0.853705,0.813232,0.853705,UNINIT,0.813232,UNINIT
g219354/Y,g214353/A1,0.365707,0.341107,0.365707,UNINIT,0.341107,UNINIT
g219354/Y,g215408/A2,0.915668,0.877407,0.915668,UNINIT,0.877407,UNINIT
g219354/Y,g217693/A,0.900605,0.861716,0.900605,UNINIT,0.861716,UNINIT
g219354/Y,FE_OFC831_n_2143/A,0.856736,0.816349,0.856736,UNINIT,0.816349,UNINIT
g219354/Y,g215609/B1,0.156612,0.155634,0.156612,UNINIT,0.155634,UNINIT
g218592/Y,g218035/A,1.248238,1.240082,1.248238,UNINIT,1.240082,UNINIT
g218592/Y,g216014/A,1.599949,1.590101,1.599949,UNINIT,1.590101,UNINIT
g218592/Y,g216195/A,1.034386,1.027629,1.034386,UNINIT,1.027629,UNINIT
g218592/Y,g214098/C2,1.595689,1.585871,1.595689,UNINIT,1.585871,UNINIT
g218592/Y,g216451/A1,1.444672,1.422184,1.444672,UNINIT,1.422184,UNINIT
g218592/Y,g217766/A,1.392089,1.382990,1.392089,UNINIT,1.382990,UNINIT
g218592/Y,g217803/A,0.773477,0.768424,0.773477,UNINIT,0.768424,UNINIT
g219267/Y,g217657/B,0.126708,0.126429,0.126708,UNINIT,0.126429,UNINIT
g219267/Y,g218710/A,0.126708,0.126429,0.126708,UNINIT,0.126429,UNINIT
g218016/Y,g213958/A3,0.034840,0.034907,0.034840,UNINIT,0.034907,UNINIT
FE_OFC831_n_2143/Y,g216064/A,0.141568,0.141717,0.141568,UNINIT,0.141717,UNINIT
FE_OFC831_n_2143/Y,g216398/A1,0.141568,0.141717,0.141568,UNINIT,0.141717,UNINIT
FE_OFC831_n_2143/Y,g215520/B2,0.141568,0.141717,0.141568,UNINIT,0.141717,UNINIT
FE_OFC831_n_2143/Y,g213513/A1,0.141568,0.141717,0.141568,UNINIT,0.141717,UNINIT
FE_OFC831_n_2143/Y,g213254__7482/A1,0.141568,0.141717,0.141568,UNINIT,0.141717,UNINIT
g218035/Y,g215917/A,0.887009,0.887009,0.887009,UNINIT,0.887009,UNINIT
g218035/Y,g217047/B,0.887009,0.887009,0.887009,UNINIT,0.887009,UNINIT
g218035/Y,g216402/B2,0.887009,0.887009,0.887009,UNINIT,0.887009,UNINIT
g218035/Y,g216445/A2,0.887009,0.887009,0.887009,UNINIT,0.887009,UNINIT
g218035/Y,g216543/A2,0.887009,0.887009,0.887009,UNINIT,0.887009,UNINIT
g218035/Y,g216639/A2,0.887009,0.887009,0.887009,UNINIT,0.887009,UNINIT
g218710/Y,g215368/C,0.165755,0.164941,0.165755,UNINIT,0.164941,UNINIT
g218710/Y,g217616/A,0.165755,0.164941,0.165755,UNINIT,0.164941,UNINIT
g218710/Y,g217620/A,0.165755,0.164941,0.165755,UNINIT,0.164941,UNINIT
g218710/Y,g214610/C2,0.165755,0.164941,0.165755,UNINIT,0.164941,UNINIT
sa21_reg[3]/QN,g219389/B,0.591498,0.591075,0.591498,UNINIT,0.591075,UNINIT
sa21_reg[3]/QN,FE_OCPC2823_sa21_3/A,0.591498,0.591075,0.591498,UNINIT,0.591075,UNINIT
sa21_reg[3]/QN,g218676/A,0.591498,0.591075,0.591498,UNINIT,0.591075,UNINIT
sa21_reg[3]/QN,FE_OFC1233_sa21_3/A,0.591498,0.591075,0.591498,UNINIT,0.591075,UNINIT
sa21_reg[3]/QN,g220975/A,0.591498,0.591075,0.591498,UNINIT,0.591075,UNINIT
FE_OCPC2823_sa21_3/Y,g213908/A2,0.574646,0.576351,0.574646,UNINIT,0.576351,UNINIT
FE_OCPC2823_sa21_3/Y,g214090/B2,0.569587,0.571322,0.569587,UNINIT,0.571322,UNINIT
FE_OCPC2823_sa21_3/Y,g214277/A1,0.254405,0.256443,0.254405,UNINIT,0.256443,UNINIT
FE_OCPC2823_sa21_3/Y,g214554/B2,0.304956,0.307154,0.304956,UNINIT,0.307154,UNINIT
FE_OCPC2823_sa21_3/Y,g215651/A3,0.587793,0.589418,0.587793,UNINIT,0.589418,UNINIT
FE_OCPC2823_sa21_3/Y,g215681/B1,0.452965,0.455170,0.452965,UNINIT,0.455170,UNINIT
FE_OCPC2823_sa21_3/Y,g214628/B1,0.355904,0.358183,0.355904,UNINIT,0.358183,UNINIT
FE_OFC1233_sa21_3/Y,g213865/A1,0.731439,0.731607,0.731439,UNINIT,0.731607,UNINIT
FE_OFC1233_sa21_3/Y,g219225/A,0.412025,0.413406,0.412025,UNINIT,0.413406,UNINIT
FE_OFC1233_sa21_3/Y,g219247/A,0.657701,0.658426,0.657701,UNINIT,0.658426,UNINIT
FE_OFC1233_sa21_3/Y,g214090/A2,0.317428,0.318540,0.317428,UNINIT,0.318540,UNINIT
FE_OFC1233_sa21_3/Y,g214353/B1,0.395066,0.396421,0.395066,UNINIT,0.396421,UNINIT
FE_OFC1233_sa21_3/Y,g216479/A1,0.714843,0.715150,0.714843,UNINIT,0.715150,UNINIT
FE_OFC1233_sa21_3/Y,g216482/A1,0.340626,0.341831,0.340626,UNINIT,0.341831,UNINIT
FE_OFC1233_sa21_3/Y,g218653/B,0.331959,0.333132,0.331959,UNINIT,0.333132,UNINIT
FE_OFC1233_sa21_3/Y,g215651/B2,0.342324,0.343535,0.342324,UNINIT,0.343535,UNINIT
FE_OFC1233_sa21_3/Y,g215681/A1,0.519247,0.520578,0.519247,UNINIT,0.520578,UNINIT
FE_OFC1233_sa21_3/Y,g214628/A2,0.534985,0.536277,0.534985,UNINIT,0.536277,UNINIT
sa21_reg[2]/QN,FE_OCPC32748_sa21_2/A,0.020177,0.020203,0.020177,UNINIT,0.020203,UNINIT
FE_OCPC32748_sa21_2/Y,g213204__2346/B2,1.078049,1.074709,1.078049,UNINIT,1.074709,UNINIT
FE_OCPC32748_sa21_2/Y,g218489/A,0.770086,0.767163,0.770086,UNINIT,0.767163,UNINIT
FE_OCPC32748_sa21_2/Y,g218514/A,0.840992,0.837943,0.840992,UNINIT,0.837943,UNINIT
FE_OCPC32748_sa21_2/Y,g218522/A,1.107977,1.104613,1.107977,UNINIT,1.104613,UNINIT
FE_OCPC32748_sa21_2/Y,g218542/A,0.844798,0.841743,0.844798,UNINIT,0.841743,UNINIT
FE_OCPC32748_sa21_2/Y,g218543/B,0.900645,0.897505,0.900645,UNINIT,0.897505,UNINIT
FE_OCPC32748_sa21_2/Y,g213386/A1,1.101629,1.098269,1.101629,UNINIT,1.098269,UNINIT
FE_OCPC32748_sa21_2/Y,g213416/A3,0.848649,0.845588,0.848649,UNINIT,0.845588,UNINIT
FE_OCPC32748_sa21_2/Y,g212947__7410/B,0.971472,0.968240,0.971472,UNINIT,0.968240,UNINIT
FE_OCPC32748_sa21_2/Y,FE_OFC1583_sa21_2/A,1.026683,1.023390,1.026683,UNINIT,1.023390,UNINIT
g218489/Y,g213026__6131/A2,0.064014,0.064104,0.064014,UNINIT,0.064104,UNINIT
g218489/Y,g213339/C,0.064014,0.064104,0.064014,UNINIT,0.064104,UNINIT
g218514/Y,g213104__1617/B,0.191384,0.191480,0.191384,UNINIT,0.191480,UNINIT
g218514/Y,g213056__5115/B1,0.191384,0.191480,0.191384,UNINIT,0.191480,UNINIT
g218514/Y,g213416/B2,0.191384,0.191480,0.191384,UNINIT,0.191480,UNINIT
g218514/Y,FE_OFC1859_n_2682/A,0.191384,0.191480,0.191384,UNINIT,0.191480,UNINIT
g218522/Y,g214282/B,0.169958,0.169613,0.169958,UNINIT,0.169613,UNINIT
g218522/Y,g213364/B1,0.169958,0.169613,0.169958,UNINIT,0.169613,UNINIT
g218522/Y,g213235__6417/C,0.169958,0.169613,0.169958,UNINIT,0.169613,UNINIT
g218522/Y,FE_OFC1865_n_2668/A,0.169958,0.169613,0.169958,UNINIT,0.169613,UNINIT
g218542/Y,g217092/B,0.303902,0.278099,0.303902,UNINIT,0.278099,UNINIT
g218542/Y,g217236/B,0.334554,0.305344,0.334554,UNINIT,0.305344,UNINIT
g218542/Y,g213370/B,0.738435,0.697333,0.738435,UNINIT,0.697333,UNINIT
g218542/Y,g213393/B1,0.773392,0.734341,0.773392,UNINIT,0.734341,UNINIT
g218542/Y,g213037__7410/A2,0.706577,0.664048,0.706577,UNINIT,0.664048,UNINIT
g218542/Y,g213471/B,0.620066,0.575768,0.620066,UNINIT,0.575768,UNINIT
g218542/Y,FE_OFC3201_n_2632/A,0.760462,0.720593,0.760462,UNINIT,0.720593,UNINIT
g218543/Y,g217158/B,0.342381,0.343214,0.342381,UNINIT,0.343214,UNINIT
g218543/Y,FE_OFC1197_n_1700/A,0.342381,0.343214,0.342381,UNINIT,0.343214,UNINIT
g218543/Y,g217315/B,0.342381,0.343214,0.342381,UNINIT,0.343214,UNINIT
g218543/Y,g213043__4319/A1,0.342381,0.343214,0.342381,UNINIT,0.343214,UNINIT
g218543/Y,g215374/B,0.342381,0.343214,0.342381,UNINIT,0.343214,UNINIT
FE_OFC1583_sa21_2/Y,g213204__2346/A2,0.076635,0.076587,0.076635,UNINIT,0.076587,UNINIT
FE_OFC1583_sa21_2/Y,g218532/B,0.076635,0.076587,0.076635,UNINIT,0.076587,UNINIT
FE_OFC1583_sa21_2/Y,g213386/B1,0.076635,0.076587,0.076635,UNINIT,0.076587,UNINIT
FE_OFC1859_n_2682/Y,g213298/B,0.048909,0.048819,0.048909,UNINIT,0.048819,UNINIT
FE_OFC1859_n_2682/Y,g213336/B,0.048909,0.048819,0.048909,UNINIT,0.048819,UNINIT
FE_OFC1865_n_2668/Y,g213246__2802/B1,0.085856,0.086953,0.085856,UNINIT,0.086953,UNINIT
FE_OFC1865_n_2668/Y,g213981/C,0.085856,0.086953,0.085856,UNINIT,0.086953,UNINIT
FE_OFC1865_n_2668/Y,g213300/B,0.085856,0.086953,0.085856,UNINIT,0.086953,UNINIT
g217092/Y,g214800/C,0.079011,0.079319,0.079011,UNINIT,0.079319,UNINIT
g217092/Y,g213390/A1,0.079011,0.079319,0.079011,UNINIT,0.079319,UNINIT
g217236/Y,g213119__2346/A1,0.095963,0.096248,0.095963,UNINIT,0.096248,UNINIT
g217236/Y,g213908/C,0.095963,0.096248,0.095963,UNINIT,0.096248,UNINIT
g217236/Y,FE_OFC1812_n_3467/A,0.095963,0.096248,0.095963,UNINIT,0.096248,UNINIT
FE_OFC3201_n_2632/Y,g213246__2802/A1,0.140507,0.140859,0.140507,UNINIT,0.140859,UNINIT
FE_OFC3201_n_2632/Y,g215396/B,0.140507,0.140859,0.140507,UNINIT,0.140859,UNINIT
FE_OFC3201_n_2632/Y,g215646/C,0.140507,0.140859,0.140507,UNINIT,0.140859,UNINIT
g217158/Y,g215929/A,0.114061,0.113601,0.114061,UNINIT,0.113601,UNINIT
g217158/Y,g213116__9315/C,0.114061,0.113601,0.114061,UNINIT,0.113601,UNINIT
g217158/Y,g213586/B,0.114061,0.113601,0.114061,UNINIT,0.113601,UNINIT
FE_OFC1197_n_1700/Y,g213169__5115/A1,0.158686,0.158976,0.158686,UNINIT,0.158976,UNINIT
FE_OFC1197_n_1700/Y,g213364/A1,0.158686,0.158976,0.158686,UNINIT,0.158976,UNINIT
FE_OFC1197_n_1700/Y,g213393/A1,0.158686,0.158976,0.158686,UNINIT,0.158976,UNINIT
FE_OFC1197_n_1700/Y,g213513/C,0.158686,0.158976,0.158686,UNINIT,0.158976,UNINIT
FE_OFC1197_n_1700/Y,g213070__6260/A2,0.158686,0.158976,0.158686,UNINIT,0.158976,UNINIT
g217315/Y,g213119__2346/B1,0.748340,0.748737,0.748340,UNINIT,0.748737,UNINIT
g217315/Y,g213233__1666/B,0.752476,0.752877,0.752476,UNINIT,0.752877,UNINIT
g217315/Y,g214165/A2,0.881806,0.882317,0.881806,UNINIT,0.882317,UNINIT
g217315/Y,FE_OFC598_n_3336/A,0.803303,0.803745,0.803303,UNINIT,0.803745,UNINIT
g217315/Y,g214283/B,0.883320,0.883832,0.883320,UNINIT,0.883832,UNINIT
g217315/Y,g213322/C,0.397570,0.397723,0.397570,UNINIT,0.397723,UNINIT
g217315/Y,g212972__5115/A2,0.505508,0.505727,0.505508,UNINIT,0.505727,UNINIT
g218532/Y,g217173/B,0.379701,0.380979,0.379701,UNINIT,0.380979,UNINIT
g218532/Y,g213169__5115/B1,0.552583,0.553650,0.552583,UNINIT,0.553650,UNINIT
g218532/Y,g213381/A1,0.586071,0.587007,0.586071,UNINIT,0.587007,UNINIT
g218532/Y,g213037__7410/B2,0.499113,0.500332,0.499113,UNINIT,0.500332,UNINIT
g218532/Y,g213550/C,0.249710,0.250597,0.249710,UNINIT,0.250597,UNINIT
g218532/Y,g213070__6260/B2,0.425620,0.426851,0.425620,UNINIT,0.426851,UNINIT
g218532/Y,g214739/C,0.439017,0.440246,0.439017,UNINIT,0.440246,UNINIT
FE_OFC1812_n_3467/Y,g213056__5115/A2,0.058522,0.058650,0.058522,UNINIT,0.058650,UNINIT
FE_OFC1812_n_3467/Y,g212960__8428/B2,0.058522,0.058650,0.058522,UNINIT,0.058650,UNINIT
FE_OFC598_n_3336/Y,g213563/C,0.039334,0.039153,0.039334,UNINIT,0.039153,UNINIT
FE_OFC598_n_3336/Y,g213667/E,0.039334,0.039153,0.039334,UNINIT,0.039153,UNINIT
g217173/Y,FE_OFC615_n_3558/A,0.084667,0.084667,0.084667,UNINIT,0.084667,UNINIT
g217173/Y,g213539/B,0.084667,0.084667,0.084667,UNINIT,0.084667,UNINIT
FE_OFC615_n_3558/Y,g215337/B,0.121655,0.121443,0.121655,UNINIT,0.121443,UNINIT
FE_OFC615_n_3558/Y,g213487/C,0.121655,0.121443,0.121655,UNINIT,0.121443,UNINIT
sa20_reg[5]/QN,FE_OFC3400_sa20_5/A,0.020819,0.020837,0.020819,UNINIT,0.020837,UNINIT
FE_OFC3400_sa20_5/Y,g212123__5526/C,4.645507,4.611188,4.645507,UNINIT,4.611188,UNINIT
FE_OFC3400_sa20_5/Y,FE_OFC3402_sa20_5/A,4.570275,4.536143,4.570275,UNINIT,4.536143,UNINIT
FE_OFC3400_sa20_5/Y,g217150/A,4.616187,4.581944,4.616187,UNINIT,4.581944,UNINIT
FE_OFC3400_sa20_5/Y,g217229/A,4.837202,4.802291,4.837202,UNINIT,4.802291,UNINIT
FE_OFC3400_sa20_5/Y,g217233/A,4.825315,4.790448,4.825315,UNINIT,4.790448,UNINIT
FE_OFC3400_sa20_5/Y,g217239/A,4.837810,4.802898,4.837810,UNINIT,4.802898,UNINIT
FE_OFC3400_sa20_5/Y,g217286/A,4.486659,4.452670,4.486659,UNINIT,4.452670,UNINIT
FE_OFC3400_sa20_5/Y,g218506/B,4.138042,4.098627,4.138042,UNINIT,4.098627,UNINIT
FE_OFC3400_sa20_5/Y,FE_OFC3401_sa20_5/A,4.448367,4.414393,4.448367,UNINIT,4.414393,UNINIT
FE_OFC3402_sa20_5/Y,g212112__5477/A2,0.756311,0.743516,0.756311,UNINIT,0.743516,UNINIT
FE_OFC3402_sa20_5/Y,g217189/A,0.856696,0.845635,0.856696,UNINIT,0.845635,UNINIT
FE_OFC3402_sa20_5/Y,g212108__6417/A2,0.687918,0.675325,0.687918,UNINIT,0.675325,UNINIT
FE_OFC3402_sa20_5/Y,g217251/A,0.842450,0.831277,0.842450,UNINIT,0.831277,UNINIT
FE_OFC3402_sa20_5/Y,g212120__4319/A2,0.603016,0.589482,0.603016,UNINIT,0.589482,UNINIT
FE_OFC3402_sa20_5/Y,g218495/B,0.582489,0.568710,0.582489,UNINIT,0.568710,UNINIT
FE_OFC3402_sa20_5/Y,g212131__1705/A1,0.835663,0.824436,0.835663,UNINIT,0.824436,UNINIT
g217150/Y,g212166__5122/B1,0.094087,0.094025,0.094087,UNINIT,0.094025,UNINIT
g217150/Y,g212297__5477/B,0.094087,0.094025,0.094087,UNINIT,0.094025,UNINIT
g217150/Y,g212122__8428/A2,0.094087,0.094025,0.094087,UNINIT,0.094025,UNINIT
g217229/Y,g212330__6260/C,0.084078,0.084140,0.084078,UNINIT,0.084140,UNINIT
g217229/Y,FE_OFC700_n_3479/A,0.084078,0.084140,0.084078,UNINIT,0.084140,UNINIT
g217229/Y,g212155__5107/B,0.084078,0.084140,0.084078,UNINIT,0.084140,UNINIT
g217233/Y,FE_OFC669_n_3473/A,0.023515,0.023511,0.023515,UNINIT,0.023511,UNINIT
g217239/Y,g212148__2883/B1,0.164890,0.164849,0.164890,UNINIT,0.164849,UNINIT
g217239/Y,g212180__1666/A2,0.164890,0.164849,0.164890,UNINIT,0.164849,UNINIT
g217239/Y,g212144__6161/A2,0.164890,0.164849,0.164890,UNINIT,0.164849,UNINIT
g217239/Y,g212324__1666/C,0.164890,0.164849,0.164890,UNINIT,0.164849,UNINIT
g217286/Y,g212166__5122/A1,0.184554,0.184347,0.184554,UNINIT,0.184347,UNINIT
g217286/Y,g212192__3680/C,0.184554,0.184347,0.184554,UNINIT,0.184347,UNINIT
g217286/Y,g212148__2883/A1,0.184554,0.184347,0.184554,UNINIT,0.184347,UNINIT
g217286/Y,FE_OFC490_n_3384/A,0.184554,0.184347,0.184554,UNINIT,0.184347,UNINIT
